Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
867,078	28,708	28,433	28,780	29,078	28,855
868,094	28,802	28,870	28,950	29,359	29,045
869,079	36,314	37,786	33,248	35,185	37,550
870,080	50,771	45,748	36,334	41,083	51,389
871,081	65,077	52,746	39,563	46,764	64,779
872,079	78,478	59,895	42,848	52,725	77,191
873,080	91,073	67,236	46,736	58,691	88,784
874,079	102,522	74,626	50,867	64,630	99,594
875,079	113,199	81,865	55,071	70,525	109,757
876,079	122,896	88,928	59,609	76,464	119,199
877,080	131,744	95,771	63,929	82,024	127,713
878,079	139,778	102,370	68,427	87,900	135,360
879,080	146,902	108,550	72,698	94,050	142,185
880,080	153,584	114,670	77,121	99,346	148,760
881,079	159,751	120,437	81,336	103,415	154,834
882,080	165,540	125,966	85,432	109,137	160,459
883,081	171,022	131,121	89,549	113,705	165,914
884,079	176,219	136,094	93,448	117,413	171,102
885,081	181,081	140,754	97,306	120,964	176,003
886,080	185,777	145,296	101,065	124,001	182,130
887,081	190,178	149,728	104,669	127,264	187,373
888,080	194,384	153,892	108,460	130,437	191,516
889,080	198,522	157,771	111,981	133,113	193,596
890,078	202,502	161,648	115,184	135,854	198,016
891,079	206,161	165,381	118,643	138,664	201,618
892,080	209,708	169,253	121,498	141,862	205,311
893,079	213,202	173,004	124,691	145,157	208,986
894,080	216,437	176,800	127,721	148,299	212,427
895,079	219,720	180,536	130,710	151,248	215,732
896,080	222,696	184,129	133,468	154,085	218,914
897,081	225,575	187,669	136,307	156,924	222,188
898,080	228,513	191,281	139,395	159,646	225,398
899,081	231,109	194,711	142,015	162,266	228,117
900,080	233,720	198,148	144,521	165,103	231,164
901,079	236,095	201,404	147,472	167,767	233,618
902,080	238,561	204,698	149,676	170,365	235,968
903,079	240,716	207,752	152,372	172,830	238,384
904,079	242,745	210,842	154,860	175,245	240,913
905,080	244,770	213,861	157,407	177,386	242,876
906,080	246,753	216,796	159,868	179,567	245,026
907,081	248,399	219,638	161,942	181,497	247,072
