Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
635,369	28,630	28,329	28,815	29,382	28,725
636,387	28,656	28,350	28,797	29,404	28,699
637,369	28,993	29,385	29,202	29,629	29,185
638,369	37,710	39,611	33,553	33,023	39,040
639,368	51,982	47,254	36,496	37,839	52,909
640,369	65,993	54,248	39,515	43,145	66,223
641,368	79,258	61,571	43,021	49,066	78,806
642,368	91,586	68,971	46,943	55,040	90,554
643,370	103,175	76,471	51,019	60,580	101,310
644,368	113,967	83,868	55,373	66,664	111,466
645,367	123,760	91,004	59,710	72,474	120,706
646,368	132,611	97,888	64,075	78,245	129,141
647,368	140,528	104,366	68,426	83,826	136,576
648,369	147,730	110,780	74,225	89,219	143,427
649,367	154,386	116,804	79,627	94,655	150,024
650,370	160,536	122,599	84,511	99,369	156,290
651,368	166,308	128,102	89,740	105,157	162,043
652,368	171,753	133,316	93,326	110,959	167,526
653,368	176,795	138,109	96,129	114,853	172,715
654,367	181,682	142,854	99,356	119,219	177,724
655,369	186,141	147,350	102,475	123,522	182,494
656,368	190,593	151,749	105,359	125,418	187,102
657,367	194,708	155,871	108,910	126,873	191,417
658,367	198,724	159,857	112,527	128,935	195,886
659,367	202,539	163,810	116,131	130,247	199,969
660,369	206,010	167,662	119,260	134,325	203,807
661,368	209,627	171,551	122,359	137,685	207,774
662,369	213,011	175,359	125,737	140,223	211,261
663,367	216,339	179,218	128,644	142,535	214,616
664,369	219,479	183,068	131,432	145,577	218,489
665,367	222,504	186,847	134,544	148,504	221,605
666,368	225,390	190,629	136,703	151,412	224,752
667,368	228,203	194,177	139,561	154,222	227,959
668,369	230,798	197,678	142,152	156,744	230,714
669,368	233,439	201,104	144,865	159,354	233,619
670,368	235,873	204,425	147,373	161,785	236,402
671,368	238,197	207,546	150,228	164,207	238,665
672,368	240,448	210,642	152,568	166,669	241,224
673,369	242,351	213,640	154,746	169,098	243,742
674,369	244,376	216,537	157,151	171,994	245,682
675,367	246,264	219,343	159,325	174,894	247,694
676,369	248,048	221,970	161,589	177,986	249,942
677,367	249,604	224,258	163,819	180,619	251,759
678,367	251,106	226,749	165,945	183,288	253,292
679,369	252,683	229,004	168,207	185,289	254,901
680,368	253,936	231,026	170,064	186,909	256,256
681,369	255,152	232,902	171,462	188,551	257,798
682,369	256,320	234,618	173,403	190,178	259,145
