Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
461,697	28,359	27,962	28,485	28,882	28,440
462,699	28,370	27,970	28,496	28,906	28,445
463,697	28,291	27,927	28,433	28,861	28,376
464,697	28,334	27,982	28,464	28,909	28,412
465,696	33,973	36,003	33,090	30,864	35,538
466,696	67,407	59,006	44,455	41,542	71,108
467,698	106,684	76,420	52,379	54,709	108,526
468,696	141,852	94,034	61,238	68,984	140,866
469,697	170,327	111,702	71,047	83,702	166,442
470,698	196,682	128,596	81,604	97,872	191,595
471,697	221,645	144,430	94,325	112,298	214,859
472,697	243,201	159,560	105,570	125,708	236,051
473,697	251,300	170,605	108,812	137,844	240,787
474,696	244,177	176,279	113,038	143,281	236,184
475,698	236,391	179,747	117,390	146,272	230,437
476,698	228,666	181,277	120,620	147,839	223,965
477,697	221,105	181,403	122,708	148,189	217,129
478,698	213,596	180,337	124,107	147,844	210,240
479,696	206,458	178,468	124,908	146,822	203,320
480,697	199,311	176,179	125,278	145,455	196,177
481,698	192,443	173,429	125,215	143,738	189,295
482,697	185,838	170,447	124,843	141,802	182,656
483,697	179,546	167,380	124,339	139,581	176,452
484,697	173,505	164,081	123,512	137,486	170,516
485,696	167,316	160,784	122,529	135,212	164,897
486,698	161,820	157,545	121,562	132,962	159,711
487,699	156,749	154,322	120,468	130,645	154,774
488,698	151,980	151,125	119,299	128,352	150,154
489,698	147,490	147,993	118,004	125,996	145,800
490,698	143,218	144,888	116,685	123,603	141,735
491,697	139,254	141,887	115,344	121,301	137,790
492,699	135,401	138,977	113,908	119,037	134,163
493,697	131,873	136,158	112,541	116,803	130,712
494,696	128,523	133,417	111,130	114,646	127,433
495,698	125,122	130,796	109,690	112,443	124,275
496,697	121,981	128,232	108,257	110,415	121,205
497,697	119,028	125,731	106,853	108,400	118,294
498,698	116,260	123,309	105,470	106,513	115,578
499,697	113,577	120,934	104,051	104,588	112,915
500,697	111,125	118,695	102,623	102,799	110,524
501,698	108,667	116,464	101,251	100,964	108,050
502,697	106,373	114,392	99,952	99,275	105,872
503,696	104,144	112,312	98,604	97,653	103,676
504,699	102,113	110,319	97,286	96,056	101,652
505,699	100,137	108,456	96,042	94,626	99,744
506,697	98,220	106,566	94,719	93,093	97,813
507,697	96,413	104,829	93,496	91,736	96,064
508,698	94,725	103,183	92,360	90,368	94,434
509,699	93,075	101,476	91,176	88,926	92,669
510,698	91,532	99,871	90,022	87,685	91,028
511,698	90,049	98,387	88,826	86,497	89,556
512,699	88,603	96,914	87,803	85,340	88,092
513,698	87,275	95,508	86,728	84,219	86,751
514,698	85,893	94,089	85,721	83,115	85,402
515,697	84,578	92,739	84,699	81,988	84,089
516,698	83,380	91,445	83,733	80,976	82,877
517,697	82,181	90,165	82,700	79,995	81,646
518,699	81,083	88,952	81,817	79,021	80,586
519,699	80,054	87,815	80,897	78,174	79,596
520,698	79,111	86,741	80,003	77,253	78,531
521,698	78,184	85,625	79,160	76,434	77,595
522,698	77,216	84,530	78,346	75,678	76,613
523,699	76,335	83,472	77,435	74,882	75,609
524,698	75,367	82,486	76,671	74,068	74,615
525,699	74,514	81,526	75,941	73,336	73,796
526,697	73,720	80,604	75,107	72,594	72,962
527,698	72,858	79,702	74,381	71,865	72,195
528,698	72,168	78,826	73,699	71,196	71,382
529,699	71,321	77,925	72,963	70,532	70,624
530,698	70,584	77,096	72,280	69,831	69,913
531,698	69,897	76,247	71,553	69,190	69,117
532,698	69,160	75,480	70,887	68,563	68,455
533,698	68,539	74,710	70,305	67,915	67,782
534,697	67,877	73,972	69,807	67,422	67,087
535,699	67,158	73,193	69,039	66,767	66,459
536,699	66,591	72,534	68,478	66,199	65,904
537,699	66,033	71,848	67,932	65,700	65,289
538,697	65,493	71,185	67,351	65,154	64,713
539,697	64,957	70,546	66,785	64,620	64,170
540,698	64,442	69,802	66,218	64,146	63,616
541,698	63,866	69,227	65,717	63,618	63,035
542,698	63,343	68,668	65,238	63,149	62,543
543,699	62,735	67,992	64,654	62,646	62,016
544,700	62,327	67,480	64,189	62,249	61,572
545,699	61,853	66,911	63,717	61,802	61,069
546,700	61,380	66,365	63,275	61,350	60,631
547,699	60,884	65,811	62,777	60,871	60,161
548,699	60,501	65,256	62,327	60,495	59,750
549,699	60,032	64,771	61,876	60,047	59,336
550,699	59,669	64,234	61,451	59,654	58,945
551,699	59,263	63,823	61,064	59,277	58,543
552,699	58,844	63,251	60,614	58,922	58,110
553,698	58,403	62,804	60,208	58,572	57,691
554,700	58,061	62,402	59,855	58,246	57,412
