Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
279,402	28,378	28,117	28,449	28,995	28,491
280,403	28,417	28,156	28,451	28,962	28,579
281,403	28,422	28,184	28,473	29,002	28,540
282,403	28,359	28,094	28,422	28,979	28,454
283,402	45,521	46,921	39,507	37,830	48,987
284,402	84,322	66,659	48,978	51,709	87,366
285,402	122,750	84,532	57,836	66,682	123,421
286,402	156,445	102,965	67,900	82,368	153,392
287,402	184,727	121,063	78,742	97,652	179,100
288,400	210,538	137,996	89,950	111,819	203,425
289,402	234,293	153,819	101,287	126,438	225,895
290,403	254,585	169,714	112,269	141,218	245,727
291,403	268,668	185,425	119,996	154,603	259,365
292,401	264,060	193,347	123,104	162,009	256,468
293,402	254,952	197,223	127,789	165,758	250,131
294,401	246,101	198,829	131,632	167,400	243,210
295,402	237,585	198,766	134,359	167,697	235,968
296,401	229,282	197,637	136,106	166,949	228,489
297,401	221,139	195,590	137,131	165,333	220,888
298,403	213,553	193,015	137,586	163,083	213,603
299,402	206,606	189,942	137,530	160,460	206,647
300,402	199,976	186,670	137,116	157,677	199,781
301,401	193,534	183,187	136,443	154,707	192,986
302,403	187,145	179,538	135,471	151,822	186,446
303,403	181,095	175,920	134,346	149,005	180,308
304,400	175,195	172,285	133,172	146,310	174,653
305,401	169,665	168,742	131,906	143,327	169,439
306,401	164,378	165,157	130,544	140,422	164,283
307,402	159,457	161,791	129,115	137,844	159,419
308,400	154,849	158,360	127,624	135,303	154,915
309,403	150,054	155,144	126,099	132,863	150,586
310,401	145,886	151,988	124,571	130,467	146,612
311,402	142,061	148,833	122,962	128,077	142,791
312,400	138,604	145,890	121,437	125,804	139,258
313,400	135,164	142,906	119,862	123,436	135,894
314,401	131,905	140,080	118,239	121,204	132,649
315,401	128,858	137,392	116,723	119,052	129,638
316,402	125,815	134,735	115,134	116,886	126,602
317,401	122,962	132,130	113,560	114,764	123,740
318,401	120,251	129,657	112,072	112,713	121,071
319,402	117,595	127,172	110,498	110,614	118,433
320,402	115,051	124,787	108,953	108,766	115,930
321,403	112,679	122,559	107,496	106,973	113,529
322,402	110,389	120,385	106,083	105,187	111,283
323,401	108,265	118,281	104,700	103,527	109,096
324,403	106,106	116,237	103,240	101,927	106,963
325,402	104,145	114,266	101,922	100,325	104,962
326,402	102,210	112,360	100,526	98,754	103,028
327,402	100,481	110,592	99,268	97,254	101,260
328,403	98,802	108,812	98,021	95,858	99,450
329,403	97,102	107,047	96,706	94,432	97,746
330,403	95,510	105,413	95,441	93,111	96,158
331,400	94,036	103,859	94,264	91,901	94,638
332,402	92,521	102,247	93,055	90,539	93,080
333,403	91,219	100,806	91,983	89,382	91,723
334,401	89,802	99,414	90,843	88,264	90,327
335,402	88,461	98,006	89,783	87,155	89,034
336,403	87,159	96,632	88,729	86,056	87,698
337,401	85,804	95,344	87,755	84,981	86,560
338,402	84,380	94,029	86,697	83,959	85,305
339,401	83,333	92,851	85,677	82,911	84,169
340,401	82,302	91,651	84,806	82,036	83,083
341,403	81,360	90,532	83,887	81,132	82,079
342,403	80,434	89,357	82,919	80,219	81,061
343,402	79,461	88,293	82,052	79,294	80,083
344,400	78,589	87,244	81,246	78,518	79,148
345,401	77,753	86,238	80,360	77,640	78,209
346,402	77,057	85,296	79,627	76,931	77,362
347,401	76,236	84,232	78,742	76,130	76,534
348,402	75,484	83,353	77,937	75,352	75,703
349,400	74,655	82,444	77,215	74,677	74,837
350,402	73,937	81,571	76,464	73,976	74,138
351,401	73,266	80,706	75,769	73,290	73,313
352,402	72,605	79,897	75,105	72,650	72,603
353,401	71,868	79,070	74,368	71,991	71,853
354,402	71,281	78,246	73,726	71,337	71,182
355,401	70,620	77,468	73,060	70,751	70,549
356,403	69,937	76,674	72,417	70,106	69,877
357,402	69,344	75,988	71,776	69,573	69,235
358,402	68,785	75,264	71,197	68,964	68,615
359,403	68,246	74,512	70,552	68,454	67,999
360,402	67,634	73,848	69,976	67,850	67,396
361,402	67,142	73,260	69,501	67,409	66,910
362,400	66,623	72,547	68,884	66,849	66,280
363,402	66,012	71,970	68,329	66,284	65,753
364,402	65,436	71,293	67,799	65,817	65,169
365,403	64,970	70,735	67,343	65,373	64,700
366,402	64,425	70,085	66,743	64,859	64,117
367,402	63,942	69,512	66,243	64,382	63,673
368,403	63,466	68,980	65,795	63,941	63,233
369,401	63,018	68,371	65,293	63,429	62,698
370,403	62,571	67,898	64,875	63,069	62,299
371,401	62,142	67,341	64,402	62,594	61,805
372,401	61,691	66,797	63,916	62,111	61,331
373,402	61,334	66,309	63,544	61,804	60,923
374,401	60,911	65,788	63,045	61,358	60,439
375,403	60,573	65,340	62,669	61,050	60,127
376,402	60,171	64,940	62,268	60,602	59,679
377,401	59,790	64,395	61,831	60,260	59,224
378,401	59,405	63,893	61,426	59,871	58,865
379,401	59,065	63,479	61,066	59,499	58,523
380,402	58,724	63,063	60,668	59,212	58,198
381,402	58,354	62,605	60,356	58,812	57,745
382,403	57,942	62,171	59,910	58,450	57,425
383,401	57,603	61,709	59,537	58,132	57,044
384,400	57,281	61,382	59,232	57,833	56,698
