Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
525,647	28,829	28,535	29,033	29,261	28,830
526,661	28,740	28,483	29,002	29,237	28,832
527,646	28,746	28,516	28,986	29,203	28,761
528,647	28,697	28,479	28,926	29,212	28,730
529,648	28,727	28,468	28,975	29,183	28,794
530,647	44,688	47,100	38,986	39,197	49,871
531,647	81,851	67,312	48,441	52,688	88,443
532,648	119,030	85,532	57,178	68,304	124,405
533,646	152,084	104,175	66,878	84,833	153,576
534,648	179,416	122,653	77,643	101,471	179,213
535,648	204,340	140,038	88,632	116,167	204,092
536,647	227,666	155,635	99,765	130,883	227,205
537,648	248,466	171,625	110,515	144,401	246,813
538,646	266,655	188,861	120,738	158,275	263,259
539,647	271,730	201,025	124,966	171,001	265,639
540,649	263,108	205,423	129,737	178,045	259,584
541,646	254,100	207,227	134,160	180,141	252,868
542,648	245,177	207,238	137,504	180,331	245,503
543,647	236,347	206,073	139,888	179,296	237,654
544,648	227,994	204,094	141,359	177,520	229,995
545,648	219,953	201,367	142,075	174,965	222,475
546,648	212,574	198,184	142,389	172,028	215,195
547,647	205,622	194,801	142,294	168,913	208,182
548,647	199,001	191,126	141,879	165,743	201,479
549,647	192,606	187,349	141,170	162,488	194,865
550,647	186,548	183,600	140,163	159,361	188,430
551,647	180,784	179,811	139,223	156,133	182,311
552,648	175,214	176,085	138,074	153,050	176,636
553,646	169,846	172,339	136,813	149,988	171,373
554,646	164,824	168,782	135,361	147,101	166,416
555,646	160,036	165,343	133,873	144,388	161,734
556,647	155,370	161,817	132,171	141,718	157,145
557,646	151,070	158,448	130,503	139,041	152,920
558,647	147,089	155,243	128,860	136,399	148,923
559,649	143,197	152,115	127,157	133,852	145,137
560,647	139,566	149,076	125,451	131,291	141,548
561,646	136,156	146,191	123,761	128,890	138,234
562,648	132,925	143,295	122,113	126,514	135,023
563,649	129,850	140,542	120,426	124,193	132,002
564,648	126,178	137,889	118,720	121,975	129,096
565,648	123,559	135,333	117,048	119,793	126,248
566,646	121,049	132,806	115,468	117,746	123,573
567,647	118,574	130,279	113,785	115,697	120,959
568,648	116,136	127,934	112,141	113,741	118,447
569,647	113,938	125,633	110,669	111,809	116,103
570,647	111,720	123,449	109,132	109,911	113,773
571,648	109,637	121,343	107,643	108,101	111,633
572,647	107,641	119,307	106,284	106,440	109,545
573,646	105,669	117,294	104,856	104,789	107,504
574,647	103,863	115,375	103,547	103,215	105,552
575,647	102,063	113,463	102,102	101,635	103,774
576,647	100,375	111,682	100,798	100,075	101,993
577,648	98,712	109,943	99,506	98,633	100,284
578,648	97,180	108,298	98,281	97,202	98,683
579,648	95,654	106,647	96,980	95,895	97,108
580,648	94,204	105,100	95,763	94,509	95,596
581,647	92,812	103,513	94,580	93,234	94,160
582,646	91,480	102,070	93,462	92,012	92,770
583,648	90,240	100,660	92,341	90,897	91,454
584,649	88,988	99,279	91,297	89,718	90,167
585,647	87,799	97,981	90,237	88,605	88,954
586,647	86,618	96,661	89,116	87,503	87,736
587,648	85,495	95,405	88,216	86,488	86,583
588,647	84,415	94,249	87,210	85,482	85,518
589,647	83,408	92,966	86,255	84,510	84,422
590,649	82,459	91,912	85,289	83,571	83,345
591,649	81,505	90,732	84,396	82,654	82,341
592,647	80,555	89,649	83,466	81,730	81,359
593,647	79,661	88,641	82,619	80,837	80,378
594,647	78,859	87,634	81,763	80,050	79,529
595,646	78,021	86,662	80,969	79,197	78,634
596,648	77,249	85,647	80,139	78,371	77,774
597,648	76,444	84,753	79,396	77,600	76,918
598,648	75,702	83,878	78,677	76,866	76,125
599,647	74,966	82,927	77,863	76,129	75,330
600,649	74,291	82,135	77,136	75,475	74,637
601,648	73,573	81,317	76,463	74,692	73,866
602,647	72,895	80,500	75,771	74,062	73,154
603,648	72,239	79,696	75,091	73,342	72,418
604,647	71,648	78,946	74,449	72,755	71,821
605,647	71,011	78,180	73,783	72,123	71,131
606,647	70,400	77,399	73,143	71,498	70,477
607,647	69,748	76,731	72,505	70,851	69,823
608,648	69,163	75,976	71,911	70,274	69,257
609,647	68,601	75,292	71,339	69,723	68,631
610,649	68,126	74,688	70,838	69,259	68,091
611,647	67,568	74,000	70,254	68,687	67,535
612,649	67,056	73,388	69,646	68,181	67,018
613,648	66,487	72,743	69,122	67,593	66,455
614,648	66,027	72,080	68,584	67,088	65,923
615,648	65,593	71,547	68,095	66,639	65,436
616,647	65,065	70,913	67,620	66,141	64,921
617,648	64,658	70,339	67,128	65,662	64,439
618,648	64,172	69,785	66,546	65,150	63,955
619,647	63,712	69,247	66,098	64,711	63,528
620,648	63,286	68,759	65,679	64,314	63,116
621,647	62,821	68,223	65,230	63,909	62,577
622,648	62,500	67,807	64,839	63,521	62,287
623,649	61,983	67,210	64,358	63,052	61,800
624,648	61,639	66,755	63,855	62,691	61,475
625,648	61,183	66,263	63,507	62,298	61,001
626,647	60,801	65,795	63,126	61,876	60,630
627,647	60,419	65,289	62,641	61,542	60,239
628,647	60,118	64,886	62,364	61,152	59,940
629,646	59,701	64,432	61,872	60,710	59,488
630,648	59,341	63,996	61,566	60,368	59,184
