Time (s),TC1 (C),TC2 (C),TC3 (C),TC4 (C),TC5 (C)
0.0,21.943,22.29,22.564,22.93,22.992
1.0,21.932,22.272,22.572,22.9,22.964
2.0,21.916,22.259,22.52,22.897,22.923
3.0,21.959,22.259,22.489,22.908,22.918
4.0,21.965,22.287,22.538,22.876,22.941
5.0,21.959,22.261,22.58,22.972,22.924
6.0,21.95,22.243,22.572,22.915,22.96
7.0,21.978,22.238,22.601,22.923,22.943
8.0,21.939,22.235,22.586,22.921,22.922
9.0,21.964,22.294,22.58,22.978,22.977
10.0,21.837,22.194,22.578,22.865,22.937
11.0,21.866,22.278,22.55,22.919,23.004
12.0,21.963,22.236,22.592,22.973,22.978
13.0,28.376,25.434,22.564,22.903,23.007
14.0,51.685,35.369,22.613,23.057,22.894
15.0,71.993,44.195,22.734,23.264,22.947
16.0,91.546,53.673,22.752,23.29,22.965
17.0,109.86,63.56,22.833,23.381,22.997
18.0,130.359,72.746,22.768,23.449,23.046
19.0,151.04,80.006,22.942,23.612,23.069
20.0,168.065,90.127,22.981,23.681,23.071
21.0,200.246,116.186,23.063,23.812,23.045
22.0,205.222,117.028,23.199,23.984,23.192
23.0,213.182,121.172,23.164,24.061,23.101
24.0,222.702,129.441,23.249,24.17,23.157
25.0,231.461,133.76,23.307,24.314,23.238
26.0,235.923,143.936,23.348,24.474,23.266
27.0,245.235,145.594,23.46,24.594,23.238
28.0,248.136,152.938,23.451,24.658,23.256
29.0,250.024,161.534,23.434,24.713,23.226
30.0,256.878,167.968,23.473,24.749,23.308
31.0,261.011,172.125,23.583,25.036,23.408
32.0,263.063,174.599,23.57,25.046,23.431
33.0,270.546,178.715,23.644,25.095,23.478
34.0,273.744,179.629,23.739,25.29,23.517
35.0,279.816,183.912,23.801,25.424,23.487
36.0,279.488,189.982,23.85,25.517,23.693
37.0,278.988,192.354,23.833,25.568,23.646
38.0,286.091,194.901,23.96,25.692,23.732
39.0,284.491,200.379,23.912,25.615,23.681
40.0,285.785,200.23,24.055,25.935,23.88
41.0,290.228,204.455,24.066,25.932,23.858
42.0,295.251,209.318,24.006,25.991,23.874
43.0,301.583,210.124,24.132,26.018,23.925
44.0,300.287,215.011,24.22,26.135,23.955
45.0,308.981,211.51,24.164,26.189,23.9
46.0,308.86,217.222,24.197,26.241,23.91
47.0,325.105,224.138,24.243,26.269,24.027
48.0,325.985,221.96,24.238,26.35,23.969
49.0,333.655,228.12,24.303,26.418,24.1
50.0,330.96,229.916,24.354,26.469,24.171
51.0,344.68,230.912,24.399,26.565,24.139
52.0,350.701,228.733,24.356,26.565,24.099
53.0,354.359,234.842,24.473,26.704,24.182
54.0,354.437,235.575,24.507,26.701,24.256
55.0,368.1,236.535,24.472,26.688,24.244
56.0,363.172,239.959,24.568,26.819,24.317
57.0,369.19,241.484,24.586,26.965,24.33
58.0,367.852,248.327,24.663,26.939,24.432
59.0,368.984,245.936,24.635,27.055,24.447
60.0,379.063,244.523,24.781,27.177,24.589
61.0,380.43,253.719,24.682,27.168,24.522
62.0,379.142,256.945,24.789,27.201,24.618
63.0,381.764,258.013,24.835,27.265,24.583
64.0,388.86,256.714,24.793,27.274,24.542
65.0,393.112,261.286,24.76,27.377,24.605
66.0,392.556,260.591,24.897,27.419,24.776
67.0,391.678,262.845,24.843,27.473,24.701
68.0,416.665,262.995,24.919,27.475,24.787
69.0,390.256,256.513,24.863,27.408,24.662
70.0,369.792,238.993,24.986,27.5,24.772
71.0,359.977,235.023,24.98,27.389,24.776
72.0,353.298,230.479,24.98,27.336,24.82
73.0,348.556,224.647,24.886,27.184,24.731
74.0,342.69,219.497,24.926,27.238,24.836
75.0,334.7,215.124,24.907,27.165,24.855
76.0,327.601,211.015,24.838,27.04,24.774
77.0,321.151,207.209,24.843,27.046,24.818
78.0,315.029,203.504,24.782,26.96,24.804
79.0,309.558,200.088,24.809,26.954,24.814
80.0,304.409,196.788,24.807,26.974,24.851
81.0,299.371,193.556,24.759,26.885,24.807
82.0,294.605,190.528,24.766,26.9,24.822
83.0,290.162,187.526,24.767,26.884,24.795
84.0,285.929,184.647,24.759,26.849,24.833
85.0,281.944,181.932,24.774,26.72,24.775
86.0,278.082,179.286,24.739,26.767,24.846
87.0,274.293,176.891,24.782,26.769,24.882
88.0,270.676,174.458,24.771,26.722,24.881
89.0,267.181,172.154,24.67,26.72,24.825
90.0,263.752,169.969,24.625,26.686,24.804
91.0,260.57,167.888,24.662,26.663,24.787
92.0,257.394,165.85,24.711,26.646,24.78
93.0,254.423,163.862,24.661,26.575,24.766
94.0,251.485,162.034,24.674,26.679,24.812
95.0,248.682,160.201,24.671,26.54,24.765
96.0,245.965,158.548,24.673,26.571,24.806
97.0,243.265,156.851,24.715,26.525,24.755
98.0,240.678,155.21,24.673,26.482,24.757
99.0,238.17,153.713,24.667,26.454,24.776
100.0,235.766,152.228,24.744,26.467,24.785
101.0,233.443,150.828,24.733,26.494,24.813
102.0,231.105,149.381,24.727,26.448,24.743
103.0,228.92,147.978,24.715,26.45,24.772
104.0,226.768,146.767,24.679,26.481,24.771
105.0,224.626,145.456,24.676,26.419,24.694
106.0,222.523,144.199,24.712,26.403,24.728
107.0,220.565,143.022,24.764,26.478,24.757
108.0,218.573,141.885,24.723,26.452,24.729
109.0,216.662,140.73,24.734,26.431,24.724
110.0,214.701,139.695,24.76,26.467,24.722
111.0,212.841,138.569,24.658,26.442,24.697
112.0,210.903,137.573,24.726,26.465,24.663
