Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
495,902	25,457	27,266	27,406	27,781	27,238
496,902	24,595	27,273	27,383	27,720	27,235
497,900	23,733	39,881	31,442	34,964	34,317
498,901	24,952	60,261	39,163	47,704	57,392
499,901	25,057	71,910	44,157	57,215	81,646
500,903	24,970	81,960	49,239	66,611	103,908
501,901	24,985	91,712	54,767	76,322	123,695
502,902	25,191	101,576	60,643	86,294	141,060
503,901	25,357	111,199	66,827	95,371	156,812
504,902	25,382	120,283	73,110	104,082	169,178
505,903	25,268	129,007	79,470	112,349	181,222
506,902	25,624	137,408	85,744	120,011	194,008
507,903	25,873	146,248	92,016	127,675	206,508
508,902	26,074	154,362	97,733	134,011	217,975
509,900	26,194	161,471	104,113	140,319	228,569
510,902	28,513	165,432	105,012	143,974	228,294
511,902	27,782	167,192	107,095	145,944	219,322
512,901	26,893	168,271	109,628	146,585	210,158
513,901	26,769	168,722	111,718	146,253	201,394
514,902	26,490	168,415	113,242	145,303	192,989
515,902	26,375	167,631	114,376	143,847	185,108
516,902	26,326	166,354	115,186	142,123	177,850
517,902	26,280	164,756	115,630	140,071	170,794
518,902	25,838	162,893	115,877	137,966	164,202
519,901	25,733	160,952	115,870	135,836	158,129
520,902	25,551	158,795	115,651	133,576	152,393
521,901	25,424	156,558	115,303	131,321	147,151
522,902	25,378	154,277	114,788	129,027	142,236
523,901	25,227	151,869	114,122	126,167	137,875
524,901	25,114	149,485	113,491	122,194	133,885
525,901	25,044	147,092	112,705	119,135	129,921
526,901	24,943	144,756	111,878	116,639	126,315
527,902	24,823	142,482	110,999	114,736	123,017
528,901	25,231	140,174	110,049	113,774	119,839
529,902	25,250	137,936	109,042	113,937	116,791
530,901	25,184	135,667	108,012	110,540	113,981
531,900	25,180	133,536	107,014	107,940	111,253
532,902	25,065	131,324	105,929	107,542	108,631
533,902	25,024	129,327	104,891	106,662	106,226
534,902	24,958	127,272	103,828	104,822	103,901
535,903	24,810	125,235	102,677	103,171	101,733
536,901	24,782	123,303	101,617	101,627	99,717
537,901	24,733	121,405	100,568	100,104	97,725
538,903	24,740	119,539	99,465	98,656	95,843
539,902	24,685	117,714	98,424	97,228	94,074
540,901	24,633	115,941	97,319	95,746	92,343
541,901	24,533	114,238	96,321	94,421	90,722
542,902	24,541	112,621	95,227	93,088	89,191
543,901	24,443	110,945	94,210	91,791	87,690
544,900	24,367	109,352	93,165	90,528	86,271
545,902	24,339	107,807	92,129	89,322	84,883
546,902	24,289	106,337	91,078	88,157	83,578
547,901	24,254	104,867	90,106	86,948	82,248
548,901	24,261	103,492	89,188	85,923	81,158
549,901	24,180	102,065	88,242	84,861	79,988
550,900	24,097	100,701	87,280	83,792	78,765
551,902	24,123	99,387	86,390	82,786	77,823
552,901	24,143	98,115	85,469	81,780	76,740
553,902	23,982	96,879	84,598	80,897	75,753
554,902	24,218	95,706	83,798	79,999	74,786
555,901	24,288	94,545	82,912	79,123	73,831
556,903	24,134	93,409	82,139	78,276	72,956
557,901	24,079	92,310	81,360	77,459	72,207
558,901	23,977	91,170	80,478	76,577	71,351
559,900	24,040	90,181	79,768	75,869	70,612
560,900	23,991	89,151	79,010	75,085	69,762
561,902	23,978	88,102	78,256	74,360	69,071
562,902	23,967	87,117	77,484	73,646	68,345
563,900	23,970	86,084	76,746	72,872	67,626
564,901	23,966	85,235	76,098	72,255	66,998
565,900	24,010	84,297	75,414	71,552	66,457
566,901	23,960	83,367	74,706	70,904	65,751
567,901	23,980	82,540	74,113	70,277	65,161
568,902	24,051	81,708	73,479	69,700	64,640
569,901	23,964	80,885	72,808	69,020	64,055
570,902	23,996	80,064	72,210	68,511	63,504
571,901	24,008	79,325	71,619	67,949	63,027
572,902	23,949	78,543	71,044	67,373	62,507
573,902	23,986	77,810	70,511	66,859	62,052
574,901	24,007	77,098	69,904	66,331	61,507
575,902	23,976	76,344	69,383	65,778	60,980
576,902	23,976	75,650	68,826	65,301	60,596
577,901	23,991	75,015	68,360	64,799	60,125
578,902	23,968	74,323	67,789	64,310	59,717
579,901	24,058	73,715	67,350	63,865	59,269
580,901	24,173	73,014	66,794	63,372	58,803
581,901	24,334	72,453	66,327	62,996	58,313
582,901	24,496	71,873	65,945	62,585	57,973
583,900	24,384	71,258	65,388	62,124	57,506
584,901	24,285	70,675	64,951	61,729	57,062
585,901	24,057	70,102	64,467	61,251	56,578
586,901	23,903	69,551	63,977	60,861	56,186
587,902	23,892	69,007	63,625	60,461	55,817
588,900	24,090	68,514	63,234	60,102	55,435
589,900	24,513	67,961	62,784	59,783	55,120
590,901	24,533	67,515	62,398	59,404	54,631
591,901	24,279	67,007	61,984	59,046	54,379
592,901	24,141	66,559	61,650	58,685	54,013
593,901	24,130	66,085	61,296	58,406	53,890
594,901	24,087	65,654	60,887	58,021	53,575
595,902	24,041	65,116	60,473	57,679	53,303
596,901	23,957	64,691	60,116	57,396	53,110
597,901	23,957	64,256	59,784	57,037	52,912
598,901	23,911	63,859	59,495	56,756	52,740
599,902	23,938	63,450	59,091	56,428	52,531
600,899	23,885	63,054	58,713	56,157	52,297
601,901	23,893	62,592	58,421	55,772	52,025
602,901	23,927	62,208	58,131	55,510	51,830
603,901	23,947	61,878	57,795	55,247	51,561
604,902	23,958	61,429	57,510	54,965	51,303
605,902	24,002	61,066	57,166	54,654	51,127
606,900	23,942	60,690	56,837	54,390	50,853
