Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
23,580	25,200	25,110	25,309	25,694	25,397
24,607	25,196	25,080	25,320	25,727	25,463
25,581	25,226	25,089	25,356	25,714	25,437
26,581	25,220	25,071	25,322	25,653	25,425
27,580	25,204	25,091	25,357	25,731	25,444
28,580	30,054	33,315	29,392	29,921	31,113
29,581	51,944	49,040	36,705	40,016	53,105
30,582	76,616	60,914	41,586	49,459	76,032
31,580	100,835	73,040	47,090	59,038	97,454
32,580	123,662	85,485	53,186	68,632	117,257
33,580	143,730	97,953	59,749	78,115	134,674
34,581	161,322	110,161	66,653	87,293	150,607
35,581	177,325	121,809	73,710	96,347	165,311
36,580	191,936	132,719	80,696	105,034	180,286
37,582	205,485	143,009	87,751	113,182	193,849
38,580	218,629	152,804	94,841	121,493	205,594
39,580	230,504	162,508	101,689	130,146	217,259
40,579	241,170	172,389	108,302	138,960	228,401
41,580	250,401	182,941	114,573	148,188	238,388
42,581	258,051	192,934	120,255	158,682	246,997
43,580	264,508	200,423	125,091	165,920	254,613
44,580	269,603	206,225	128,203	171,508	261,351
45,580	263,892	207,537	129,259	173,207	257,451
46,580	255,535	207,244	131,970	172,760	250,270
47,581	247,510	206,082	134,192	171,687	242,796
48,580	239,652	204,151	135,725	170,067	235,216
49,580	231,992	201,608	136,578	168,023	227,626
50,581	224,646	198,747	137,045	165,692	220,232
51,582	217,683	195,430	137,034	162,964	212,927
52,579	211,176	192,055	136,788	160,123	205,945
53,581	204,781	188,485	136,189	157,175	199,046
54,581	198,435	184,900	135,511	154,090	192,419
55,580	192,111	181,259	134,610	150,954	185,987
56,580	186,073	177,676	133,522	147,842	179,860
57,580	180,340	174,157	132,438	144,864	174,185
58,582	174,958	170,627	131,217	141,978	168,811
59,579	169,823	167,174	129,920	139,041	163,681
60,579	164,961	163,838	128,563	136,324	158,878
61,580	160,378	160,539	127,156	133,663	154,386
62,581	155,996	157,345	125,746	131,178	150,129
63,580	151,941	154,382	124,324	128,726	146,138
64,579	148,065	151,416	122,862	126,384	142,320
65,582	144,349	148,580	121,409	123,962	138,690
66,580	140,893	145,723	119,961	121,506	135,295
67,580	137,412	142,556	118,385	119,206	132,038
68,580	134,189	139,842	116,874	117,017	128,934
69,579	131,184	137,326	115,417	114,847	125,962
70,581	128,308	134,744	113,902	112,822	123,126
71,579	125,535	132,351	112,445	110,889	120,487
72,580	122,857	129,988	111,074	109,143	117,952
73,579	120,293	127,574	109,393	105,557	115,695
74,582	117,823	125,328	107,990	104,216	113,461
75,581	115,503	123,149	106,627	102,731	111,245
76,579	113,217	121,029	105,235	101,233	109,075
77,579	111,041	119,025	103,957	99,855	107,108
78,580	108,823	117,070	102,656	98,489	105,214
79,581	106,662	115,150	101,360	97,256	103,378
80,582	104,657	113,332	100,114	96,004	101,634
81,580	102,829	111,475	98,774	94,673	99,860
82,580	101,169	109,799	97,671	93,504	98,289
83,580	99,473	108,075	96,406	92,218	96,750
84,579	97,963	106,548	95,324	91,109	95,322
85,582	96,361	104,956	94,140	89,847	93,866
86,580	94,953	103,416	93,017	88,703	92,380
87,579	93,587	102,016	92,077	87,541	91,030
88,579	92,203	100,586	91,005	86,489	89,667
89,581	90,909	99,130	90,001	85,395	88,376
90,580	89,748	97,847	88,970	84,463	87,225
91,580	88,503	96,517	87,998	83,515	86,046
92,580	87,373	95,267	87,042	82,564	84,947
93,581	86,390	94,004	86,060	81,753	83,892
94,580	85,307	92,764	85,138	80,890	82,792
95,580	84,345	91,707	84,280	80,140	81,915
96,579	83,332	90,644	83,392	79,315	80,883
97,580	82,359	89,532	82,528	78,529	79,935
98,579	81,436	88,481	81,742	77,780	79,029
99,579	80,461	87,423	80,874	76,946	78,127
100,581	79,670	86,447	80,116	76,244	77,286
101,581	78,738	85,501	79,320	75,440	76,413
102,579	77,885	84,520	78,541	74,708	75,572
103,580	77,057	83,642	77,819	74,072	74,816
104,580	76,184	82,697	77,081	73,376	74,043
105,579	75,472	81,895	76,441	72,847	73,339
106,580	74,589	80,990	75,731	72,187	72,579
107,580	73,774	80,101	74,962	71,543	71,858
108,579	73,063	79,405	74,386	70,934	71,211
109,580	72,305	78,666	73,749	70,396	70,601
110,581	71,618	77,808	73,100	69,741	69,920
111,580	70,909	77,089	72,435	69,224	69,266
112,581	70,311	76,394	71,893	68,657	68,707
113,580	69,559	75,559	71,258	68,059	68,075
114,579	68,980	74,938	70,693	67,561	67,516
115,580	68,466	74,252	70,137	67,142	66,940
116,581	67,884	73,619	69,602	66,563	66,477
117,580	67,315	73,021	69,029	66,158	65,952
118,580	66,721	72,349	68,473	65,616	65,364
119,581	66,280	71,782	68,027	65,214	64,860
120,579	65,749	71,079	67,454	64,643	64,378
121,580	65,319	70,484	66,979	64,193	63,870
122,581	64,833	69,947	66,463	63,782	63,391
123,580	64,288	69,324	65,974	63,308	62,941
124,581	63,784	68,736	65,479	62,928	62,486
125,580	63,336	68,217	64,999	62,487	62,025
126,578	62,854	67,680	64,567	62,030	61,571
127,580	62,484	67,135	64,087	61,672	61,149
128,579	62,066	66,665	63,732	61,351	60,716
129,579	61,590	66,176	63,272	60,901	60,357
130,581	61,098	65,662	62,840	60,520	59,872
131,580	60,734	65,158	62,395	60,179	59,532
