Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
165,483	62,772	68,072	65,384	63,915	62,323
166,482	62,388	67,616	64,872	63,441	61,908
167,484	62,054	67,163	64,589	63,088	61,606
168,483	61,745	66,758	64,186	62,743	61,219
169,483	61,338	66,238	63,802	62,320	60,820
170,483	60,990	65,845	63,453	62,061	60,541
171,483	60,741	65,441	63,140	61,748	60,163
172,483	60,407	65,064	62,832	61,452	59,944
173,483	60,017	64,625	62,421	61,081	59,500
174,483	59,682	64,243	62,063	60,737	59,196
175,484	59,397	63,914	61,762	60,399	58,921
