Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
37,859	23,534	23,912	24,074	23,843	24,116
38,872	23,602	23,945	24,102	23,917	24,167
39,859	23,493	23,910	24,059	23,889	24,104
40,859	23,578	23,954	24,125	23,952	24,185
41,860	23,583	23,953	24,087	23,942	24,177
42,859	23,544	23,944	24,050	23,897	24,161
43,859	23,543	23,880	24,014	23,919	24,126
44,860	23,559	23,952	24,059	23,947	24,158
45,860	23,607	23,963	24,069	23,936	24,175
46,875	23,529	23,951	24,028	23,930	24,143
47,860	23,573	23,897	24,028	23,881	24,091
48,860	23,590	23,884	24,044	23,902	24,113
49,861	23,672	23,973	24,103	23,959	24,209
50,860	23,484	23,909	24,053	23,929	24,118
51,861	23,609	32,164	26,439	26,679	30,323
52,861	24,267	56,571	35,157	33,717	56,325
53,861	25,075	70,421	41,307	45,329	83,999
54,861	25,812	81,974	46,976	58,056	109,295
55,861	26,397	93,071	52,798	71,762	130,008
56,861	27,014	104,324	59,417	86,402	146,475
57,861	27,573	115,636	66,369	101,147	160,759
58,862	27,993	126,583	73,773	115,500	175,247
59,862	28,306	136,665	80,992	129,852	189,320
60,862	27,674	145,785	88,555	141,978	202,397
61,862	23,503	148,797	91,094	152,684	209,920
62,862	26,128	151,295	92,839	160,089	204,886
63,861	73,350	155,062	95,942	165,036	197,428
64,862	30,152	158,166	99,101	168,462	190,006
65,861	26,473	160,431	102,213	169,474	183,189
66,863	107,883	161,817	105,036	170,801	173,143
67,863	84,395	162,648	107,660	170,870	167,011
68,862	27,756	162,990	110,111	169,500	162,973
69,863	24,238	163,017	112,022	168,245	158,384
70,863	23,788	162,779	113,260	166,949	154,122
71,863	23,882	162,226	114,733	165,440	150,059
72,863	23,979	161,554	115,954	163,981	146,075
73,863	25,185	160,711	116,996	162,292	142,254
74,862	25,726	159,824	117,539	160,756	138,669
75,863	25,875	158,789	118,271	159,126	135,344
76,864	25,841	157,702	118,756	157,405	131,988
77,864	26,539	156,498	119,256	155,672	128,794
78,863	27,543	155,310	119,628	154,011	125,855
79,863	26,517	153,953	119,859	152,264	122,982
80,863	26,018	152,653	120,201	150,625	120,469
81,864	25,849	151,299	120,320	148,991	118,078
82,863	25,780	149,977	120,300	147,360	115,975
83,863	25,538	148,569	120,297	145,692	114,081
84,863	25,414	147,187	120,165	144,144	112,009
85,864	25,351	145,833	120,028	142,530	109,979
86,864	25,253	144,516	119,883	140,988	107,968
87,863	25,205	143,178	119,612	139,497	106,158
88,864	25,065	141,892	119,274	138,037	104,494
89,864	25,028	140,632	119,125	136,600	102,772
90,864	24,849	139,359	118,681	135,155	101,159
91,865	24,752	138,097	118,262	133,728	99,724
92,864	24,719	136,825	117,824	132,389	98,474
93,864	24,756	135,621	117,374	131,045	97,154
94,865	24,668	134,321	116,783	129,693	96,070
95,865	24,437	133,209	116,240	128,416	94,951
96,865	23,687	131,947	115,620	127,064	93,635
97,865	23,730	130,921	115,102	125,888	92,640
98,867	23,766	129,646	114,468	124,628	91,327
99,866	23,739	128,448	113,790	123,410	90,143
100,866	23,763	127,373	113,187	122,301	89,050
101,866	23,802	126,306	112,627	121,150	88,179
102,866	23,696	125,181	111,905	119,937	87,111
103,866	23,563	124,007	111,193	118,832	86,164
104,866	23,501	122,965	110,542	117,716	85,262
105,866	23,432	121,887	109,840	116,607	84,359
106,866	23,375	120,815	109,150	115,573	83,535
107,866	23,449	119,816	108,458	114,580	82,809
108,866	23,489	118,780	107,832	113,495	82,250
109,866	23,401	117,704	107,006	112,450	81,583
110,869	23,454	116,798	106,431	111,466	80,971
111,867	23,686	115,775	105,705	110,463	80,235
112,866	24,035	114,796	105,045	109,578	79,563
113,867	23,605	113,752	104,258	108,484	78,755
114,866	23,823	112,920	103,628	107,667	78,242
115,867	23,495	111,926	102,937	106,696	77,554
116,866	23,287	110,968	102,231	105,809	76,907
117,866	23,362	110,097	101,544	104,952	76,253
118,867	23,260	109,223	100,857	104,062	75,685
119,867	23,267	108,309	100,183	103,258	75,013
120,867	23,269	107,473	99,547	102,340	74,329
121,868	23,291	106,623	98,882	101,555	73,876
122,868	23,184	105,730	98,151	100,685	73,374
123,866	23,223	104,905	97,446	99,819	72,853
124,868	23,019	104,076	96,811	99,101	72,272
125,867	23,020	103,332	96,219	98,253	71,781
126,866	22,986	102,482	95,480	97,526	71,254
127,867	22,975	101,705	94,853	96,786	70,722
128,867	22,968	100,910	94,144	95,968	70,146
129,867	23,009	100,111	93,493	95,217	69,712
130,867	23,092	99,404	92,915	94,567	69,216
131,868	23,107	98,692	92,326	93,849	68,727
132,867	23,298	97,900	91,709	93,155	68,353
133,868	23,363	97,242	91,083	92,503	67,956
134,868	23,375	96,500	90,510	91,785	67,377
135,868	23,368	95,840	89,892	91,146	66,925
136,868	23,367	95,098	89,205	90,452	66,490
137,867	23,628	94,454	88,689	89,867	66,176
138,868	23,952	93,755	88,098	89,241	65,793
139,868	23,444	93,062	87,460	88,594	65,361
140,868	23,152	92,438	86,910	87,954	65,001
141,868	23,212	91,776	86,421	87,395	64,628
142,868	23,247	91,184	85,841	86,815	64,306
143,868	23,358	90,532	85,281	86,258	64,058
144,869	23,395	89,967	84,733	85,645	63,654
145,868	23,392	89,303	84,271	85,042	63,389
146,868	23,466	88,749	83,682	84,488	63,161
147,868	23,475	88,108	83,175	83,944	62,878
148,867	23,509	87,595	82,645	83,355	62,453
149,868	23,596	86,945	82,108	82,852	62,057
150,868	23,578	86,385	81,542	82,329	61,653
151,868	23,518	85,810	81,041	81,795	61,298
152,869	23,655	85,311	80,576	81,289	61,060
153,868	23,612	84,720	80,085	80,724	60,732
154,868	23,587	84,174	79,652	80,218	60,374
155,869	23,713	83,652	79,137	79,784	60,066
156,867	23,666	83,124	78,702	79,247	59,842
157,868	23,703	82,544	78,156	78,779	59,521
158,869	23,687	82,101	77,709	78,264	59,223
159,870	23,734	81,571	77,301	77,838	59,073
160,867	23,672	80,999	76,753	77,293	58,697
161,868	23,652	80,500	76,311	76,843	58,498
162,869	23,741	80,031	75,888	76,404	58,294
163,869	23,780	79,569	75,473	75,970	58,020
164,869	23,725	79,071	75,043	75,545	57,709
165,868	23,734	78,566	74,601	75,079	57,428
166,868	23,804	78,098	74,213	74,673	57,256
167,870	23,719	77,603	73,789	74,173	57,027
168,869	23,709	77,162	73,389	73,766	56,799
169,869	23,659	76,764	72,983	73,392	56,573
170,869	23,669	76,282	72,556	72,917	56,315
171,868	23,706	75,838	72,159	72,521	56,106
