Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
611,371	23,093	23,257	23,371	23,223	23,415
612,387	22,995	23,261	23,383	23,201	23,444
613,373	23,194	23,227	23,361	23,145	23,422
614,370	23,270	23,326	23,394	23,242	23,465
615,370	23,173	23,296	23,373	23,234	23,459
616,373	23,133	23,308	23,359	23,136	23,404
617,372	23,194	23,299	23,368	23,271	23,482
618,371	23,194	23,289	23,345	23,269	23,458
619,371	23,346	23,334	23,368	23,185	23,417
620,371	23,372	23,278	23,326	23,194	23,447
621,372	23,435	23,259	23,353	23,199	23,413
622,373	23,434	23,283	23,329	23,233	23,441
623,372	23,524	23,286	23,387	23,288	23,439
624,371	23,472	23,254	23,341	23,195	23,452
625,371	23,392	23,198	23,332	23,230	23,388
626,370	23,490	23,300	23,388	23,268	23,422
627,371	23,510	23,305	23,301	23,307	23,414
628,371	23,452	23,343	23,356	23,350	23,440
629,371	23,356	23,294	23,317	23,311	23,410
630,371	23,428	23,246	23,360	23,260	23,403
631,370	23,485	23,324	23,412	23,318	23,416
632,371	23,449	23,331	23,401	23,317	23,431
633,371	23,446	23,907	23,563	23,332	23,944
634,371	27,551	35,248	28,507	28,208	36,671
635,371	24,803	45,238	33,367	36,911	54,932
636,371	26,817	53,602	37,391	46,495	73,514
637,371	32,236	62,030	41,437	56,771	91,118
638,370	31,076	70,938	45,883	67,801	106,949
639,371	28,190	80,018	50,549	78,942	120,129
640,372	27,687	89,416	55,409	90,334	132,142
641,370	27,935	98,890	60,391	101,606	142,519
642,371	31,005	108,458	65,567	1353,404	151,023
643,373	83,095	117,906	70,858	373,341	159,117
644,371	63,139	126,866	76,514	1968,961	166,929
645,372	134,652	133,066	80,830	927,180	174,327
646,370	75,663	132,266	81,583	141,012	174,892
647,370	35,880	133,978	83,285	144,334	169,677
648,371	43,458	135,146	85,385	1333,505	163,609
649,371	42,678	136,466	87,401	147,722	157,391
650,370	40,956	137,465	89,228	147,126	151,670
651,371	39,985	138,083	90,612	147,245	146,433
652,370	77,868	138,642	91,884	147,057	141,159
653,371	66,774	138,998	93,184	146,851	136,842
654,370	46,749	139,114	94,118	145,769	133,155
655,371	35,893	138,962	95,449	144,610	129,425
656,370	32,084	138,642	96,482	143,220	125,949
657,371	30,324	138,212	97,181	141,967	122,504
658,371	28,990	137,520	98,010	140,531	119,036
659,371	28,541	136,710	98,660	138,997	115,838
660,370	28,169	135,787	99,132	137,452	112,970
661,370	27,692	134,832	99,693	136,001	110,192
662,371	27,575	133,807	100,116	134,391	107,518
663,370	27,235	132,721	100,429	132,896	104,948
664,370	27,288	131,581	100,772	131,347	102,597
665,371	27,012	130,424	101,230	129,813	100,493
666,371	26,818	129,297	101,498	128,293	98,611
667,371	26,708	128,160	101,530	126,705	96,844
668,370	26,654	126,979	100,874	125,297	95,124
669,372	26,545	125,819	100,692	123,888	93,475
670,370	26,381	124,667	100,525	122,520	91,896
671,371	26,401	123,581	100,386	121,157	90,422
672,371	26,281	122,400	100,103	119,829	88,896
673,369	26,320	121,311	99,880	118,560	87,593
674,369	26,084	120,136	99,834	117,286	86,340
675,372	26,116	119,099	99,479	116,025	85,174
676,371	26,194	117,933	98,944	114,789	84,146
677,370	26,095	116,840	98,516	113,565	83,141
678,371	26,028	115,740	98,088	112,367	82,049
679,370	25,900	114,643	97,612	111,154	80,922
680,369	25,967	113,641	97,204	110,056	79,900
681,369	25,948	112,555	96,665	108,915	78,920
682,371	25,844	111,466	96,209	107,833	77,922
683,370	25,716	110,424	95,652	106,735	77,036
684,370	25,819	109,507	95,221	105,728	76,239
685,369	25,680	108,498	94,680	104,703	75,325
686,370	25,702	107,564	94,167	103,698	74,544
687,370	25,761	106,625	93,564	102,692	73,836
688,370	25,860	105,709	93,022	101,779	73,239
689,370	25,874	104,827	92,462	100,775	72,612
690,371	25,878	103,933	91,912	99,911	72,057
691,370	26,015	103,047	91,357	98,999	71,411
