Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
36,670	23,513	27,279	27,539	28,038	27,759
37,687	23,467	27,243	27,508	27,931	27,720
38,671	23,466	27,255	27,523	27,974	27,695
39,669	23,507	27,292	27,523	28,002	27,726
40,671	23,525	27,213	27,497	27,952	27,742
41,671	23,445	29,845	28,833	28,772	28,338
42,672	23,564	50,084	39,226	39,657	41,274
43,670	23,735	62,199	45,069	49,625	63,546
44,671	23,690	73,558	50,357	59,006	85,877
45,670	23,576	84,988	56,073	68,325	106,731
46,669	23,677	96,116	62,228	76,286	126,121
47,670	23,955	106,796	68,374	85,275	143,455
48,672	23,748	117,505	74,736	93,929	158,962
49,672	23,353	129,297	81,639	105,906	173,661
50,671	23,428	140,340	88,490	119,718	188,620
51,671	32,022	150,930	95,181	136,271	201,360
52,670	37,182	162,232	100,345	144,363	214,116
53,671	476,033	173,148	106,168	143,220	226,274
54,671	201,672	179,771	112,336	147,259	236,777
55,671	76,869	186,591	117,691	153,595	245,964
56,670	83,009	193,741	123,636	159,145	254,738
57,671	123,420	198,584	124,654	165,342	258,701
58,671	96,836	199,947	125,927	168,127	252,390
59,672	49,118	200,106	127,817	168,266	245,099
60,670	37,316	199,114	129,366	167,464	237,415
61,671	34,160	197,442	130,486	166,023	229,583
62,672	33,246	195,200	131,189	163,973	221,701
63,671	32,805	192,531	131,564	161,657	214,132
64,670	32,380	189,568	131,479	159,084	206,738
65,673	32,109	186,585	131,267	156,389	199,703
66,672	31,735	183,403	130,833	153,513	192,815
67,672	31,401	180,074	130,153	150,553	186,340
68,671	31,095	176,779	129,422	147,665	180,204
69,673	30,771	173,444	128,443	144,649	174,395
70,672	30,388	170,140	127,438	141,719	168,896
71,672	30,182	166,992	126,419	138,917	163,908
72,671	29,953	163,840	125,283	136,128	159,110
73,673	29,753	160,787	124,052	133,379	154,535
74,673	29,549	157,845	122,795	130,773	150,417
75,672	29,376	154,911	121,439	128,146	146,359
76,671	29,152	151,995	119,983	125,603	142,561
77,672	28,966	149,210	118,669	123,229	138,955
78,673	28,827	146,513	117,361	120,926	135,527
79,673	28,599	143,917	115,991	118,741	132,310
80,672	28,467	141,434	114,660	116,594	129,230
81,673	28,326	138,862	113,301	114,439	126,267
82,672	28,160	136,365	111,990	112,443	123,532
83,671	28,052	133,886	110,644	110,475	120,847
84,673	27,977	131,610	109,382	108,671	118,332
85,673	27,819	129,368	108,055	106,955	115,886
86,673	27,651	127,152	106,749	105,211	113,667
87,672	27,591	124,991	105,496	103,468	111,455
88,675	27,538	122,997	104,272	101,922	109,423
89,674	27,421	120,747	103,008	100,285	107,341
90,673	27,316	118,750	101,760	98,783	105,357
91,674	27,246	116,921	100,566	97,325	103,559
92,674	27,098	115,076	99,345	95,814	101,716
93,673	27,017	113,346	98,228	94,463	100,047
94,674	26,985	111,600	97,039	93,113	98,437
95,674	26,920	109,851	96,014	91,814	96,853
96,673	26,885	108,099	94,643	90,224	95,237
97,674	26,708	106,371	93,358	89,388	93,698
98,674	26,754	104,815	92,301	88,582	92,390
99,673	26,609	103,271	91,280	87,579	91,001
100,674	26,513	101,837	90,255	86,587	89,671
101,674	78,262	100,516	89,353	85,617	88,511
102,675	90,065	99,200	88,373	84,637	87,334
103,674	88,835	97,892	87,441	83,676	86,150
104,674	87,709	96,651	86,533	82,807	85,052
