Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
548,288	28,567	28,428	28,874	28,935	28,705
549,292	28,570	28,428	28,861	28,969	28,632
550,290	28,557	28,412	28,910	28,997	28,719
551,289	28,490	28,393	28,840	28,913	28,641
552,290	29,935	31,534	30,506	31,494	31,432
553,289	51,341	50,937	40,253	47,091	55,682
554,289	82,281	66,852	47,187	59,943	86,058
555,290	112,280	82,394	54,544	72,644	113,291
556,289	139,237	98,317	62,994	85,752	139,887
557,290	161,641	114,284	72,096	98,958	160,989
558,289	181,420	129,132	81,338	111,496	178,611
559,290	200,259	142,962	90,863	122,933	198,081
560,290	217,582	155,295	100,183	132,990	216,593
561,289	233,355	167,848	109,303	142,870	233,934
562,288	247,133	181,116	118,030	153,248	246,701
563,289	258,972	194,824	126,159	163,936	258,512
564,291	269,780	208,418	133,714	174,719	267,216
565,288	279,583	220,548	140,479	184,851	277,291
566,290	276,006	225,273	144,785	190,379	274,906
567,289	266,699	225,736	148,582	191,503	267,316
568,289	257,455	224,802	151,304	191,211	259,753
569,290	248,345	222,940	153,100	190,061	251,948
570,290	239,562	220,398	154,245	188,277	244,027
571,288	231,298	217,259	154,705	185,970	236,156
572,290	223,375	213,784	154,749	183,280	228,435
573,288	215,815	209,959	154,253	180,295	221,037
574,290	208,784	205,941	153,482	177,137	213,846
575,290	202,145	201,962	152,487	173,950	207,098
576,291	195,903	197,884	151,253	170,640	200,580
577,289	189,921	193,796	149,796	167,275	194,332
578,290	184,153	189,648	148,248	163,908	188,282
579,290	178,813	185,791	146,766	160,630	182,648
580,290	173,630	181,803	145,100	157,398	177,334
581,289	168,681	178,033	143,357	154,436	172,239
582,288	164,049	174,304	141,556	151,574	167,557
583,288	159,670	170,673	139,780	148,760	163,055
584,288	155,687	167,237	138,057	146,032	159,356
585,290	151,772	163,921	136,241	143,428	155,245
586,289	148,099	160,694	134,447	140,914	151,449
587,288	144,626	157,472	132,665	138,515	147,844
588,290	141,289	154,407	130,904	136,103	144,407
589,288	138,142	151,463	129,127	133,785	141,146
590,289	135,169	148,661	127,509	131,606	138,070
591,288	132,339	145,929	125,710	129,333	135,131
592,290	129,550	143,278	123,942	127,062	132,332
593,289	126,920	140,729	122,195	124,988	129,676
594,290	124,333	138,164	120,397	122,827	127,014
595,290	121,897	135,761	118,740	120,774	124,460
596,291	119,598	133,468	117,095	118,878	122,152
597,289	117,315	131,176	115,463	116,922	119,813
598,289	115,135	128,906	113,826	114,960	117,582
599,289	113,150	126,847	112,406	113,241	115,517
600,289	111,156	124,759	110,900	111,424	113,444
601,289	109,242	122,780	109,503	109,706	111,576
602,288	107,348	120,804	107,988	108,051	109,671
603,290	105,207	118,856	106,515	106,435	107,761
604,289	103,702	117,037	105,016	104,921	105,992
605,290	102,321	115,315	103,773	103,509	104,426
