Time (s)	TC1 (C)	TC2 (C)	TC3 (C)	TC4 (C)	TC5 (C)
5,044	24,796	24,565	24,312	25,103	25,579
5,975	24,835	24,599	24,337	25,122	25,561
6,961	24,858	24,641	24,390	25,155	25,608
7,961	24,802	24,655	24,394	25,153	25,547
8,961	24,788	24,636	24,342	25,145	25,627
9,962	24,809	24,654	24,330	25,180	25,569
10,961	24,833	24,652	24,392	25,160	25,637
11,962	24,823	24,661	24,370	25,159	25,585
12,961	24,835	24,622	24,366	25,198	25,588
13,963	24,799	24,663	24,361	25,218	25,608
14,963	24,845	24,649	24,372	25,179	25,620
15,963	24,863	24,637	24,320	25,201	25,607
16,962	24,811	24,660	24,342	25,180	25,557
17,962	24,850	24,640	24,297	25,195	25,596
18,962	24,809	24,662	24,348	25,229	25,580
19,962	24,780	24,595	25,982	25,193	25,682
20,962	24,975	24,815	30,644	25,573	25,919
21,961	25,048	25,019	35,243	25,944	26,073
22,961	25,224	25,284	40,445	26,531	26,230
23,963	25,375	25,638	46,157	27,444	26,496
24,963	25,443	25,962	52,350	28,371	26,666
25,961	25,559	26,412	58,763	29,525	26,895
26,961	25,724	26,961	65,391	30,804	27,122
27,961	25,785	27,284	71,823	32,116	27,311
28,963	25,972	27,874	78,085	33,624	27,396
29,961	26,062	28,448	84,226	35,026	27,664
30,962	26,153	29,091	90,123	36,524	27,808
31,962	26,309	29,685	95,447	38,175	27,896
32,961	26,339	30,327	99,205	39,576	28,075
33,962	26,443	31,036	101,388	40,993	28,170
34,961	26,543	31,643	103,209	42,401	28,355
35,963	26,653	32,313	107,015	43,985	28,483
36,961	26,707	32,973	111,341	45,350	28,504
37,961	26,882	33,859	115,827	46,872	28,814
38,961	26,960	34,482	120,136	48,370	28,841
39,962	26,997	35,171	124,315	49,791	28,927
40,963	27,161	35,937	128,462	51,281	29,088
41,961	27,188	36,684	132,453	52,708	29,257
42,961	27,359	37,489	136,283	54,153	29,472
43,962	27,406	38,175	140,140	55,526	29,465
44,962	27,501	38,945	143,819	56,845	29,554
45,963	27,614	39,701	147,385	58,263	29,711
46,962	27,669	40,450	150,815	59,619	29,927
47,961	27,774	41,200	154,144	61,001	30,106
48,962	27,898	41,968	157,316	62,356	30,186
49,962	28,006	42,767	160,373	63,726	30,365
50,962	28,139	43,500	163,185	65,174	30,441
51,961	28,105	44,181	164,511	66,374	30,398
52,962	28,045	44,762	165,220	67,349	30,306
53,962	28,008	45,238	165,380	68,153	30,267
54,962	28,019	45,840	165,515	69,019	30,276
55,962	28,006	46,255	165,402	69,647	30,256
56,961	28,034	46,713	165,134	70,324	30,300
